ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE
175502917,3/6/18,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,Q,100,0,18-24,M,BLACK
175761578,3/11/18,440,,,,PL 1553502,F,B,42,0,45-64,M,BLACK
177098539,3/29/18,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1600500,F,S,122,0,45-64,M,BLACK
176674815,3/28/18,594,OBSCENITY 1,116,SEX CRIMES,PL 2631600,F,K,60,0,25-44,M,BLACK
175439027,3/4/18,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,47,0,25-44,M,BLACK
175789229,3/12/18,475,,,,PL 1651600,M,B,44,1,18-24,M,BLACK
175789228,3/12/18,475,,,,PL 1651600,M,B,44,1,18-24,M,BLACK
177137602,3/30/18,153,RAPE 3,104,RAPE,PL 1302503,F,Q,107,0,18-24,M,WHITE HISPANIC
176180691,3/22/18,153,RAPE 3,104,RAPE,PL 1302502,F,B,44,0,18-24,M,BLACK
175661393,3/8/18,263,"ARSON 2,3,4",114,ARSON,PL 1501001,F,Q,106,71,25-44,M,BLACK
175789231,3/12/18,475,,,,PL 1651600,M,B,44,1,18-24,M,BLACK
175437793,3/4/18,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,K,61,0,25-44,F,WHITE
175387554,3/2/18,153,RAPE 3,104,RAPE,PL 1302501,F,B,46,0,45-64,M,BLACK
176288335,3/25/18,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601001,F,B,48,0,<18,M,BLACK
175878884,3/14/18,475,,,,PL 1651600,M,M,10,1,25-44,M,BLACK HISPANIC
175327154,3/1/18,157,RAPE 1,104,RAPE,PL 1303501,F,K,77,0,25-44,M,BLACK
172354122,12/6/17,155,RAPE 2,104,RAPE,PL 1303001,F,B,41,0,18-24,M,BLACK
172338351,12/6/17,475,,,,PL 1651600,M,B,40,1,25-44,M,BLACK
172523353,12/12/17,157,RAPE 1,104,RAPE,PL 1303501,F,M,25,0,45-64,M,BLACK
172831131,12/20/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200002,M,Q,105,0,25-44,M,WHITE
172335536,12/6/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,40,0,45-64,M,BLACK
172380558,12/7/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,Q,110,0,25-44,M,WHITE HISPANIC
172727838,12/18/17,665,,,,PL 4902001,F,K,66,0,<18,M,ASIAN / PACIFIC ISLANDER
172864501,12/21/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,120,0,25-44,M,BLACK
172776054,12/19/17,168,SODOMY 1,116,SEX CRIMES,PL 1305003,F,K,77,0,45-64,M,BLACK
172553012,12/12/17,177,,,,PL 1306504,F,K,69,2,18-24,M,BLACK HISPANIC
172250657,12/4/17,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,14,0,25-44,F,BLACK
168163069,8/16/17,155,RAPE 2,104,RAPE,PL 1303001,F,Q,112,0,25-44,M,WHITE HISPANIC
172675641,12/16/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,33,0,25-44,F,BLACK
172224051,12/3/17,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211500,M,Q,114,0,25-44,M,BLACK
172293436,12/5/17,586,,,,PL 230345A,F,B,48,0,18-24,F,WHITE HISPANIC
172310272,12/6/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,K,81,0,25-44,F,BLACK
172591295,12/13/17,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,K,88,2,25-44,M,BLACK
172760935,12/19/17,177,,,,PL 1306504,F,B,46,0,25-44,M,WHITE HISPANIC
172493146,12/11/17,179,SEXUAL ABUSE 1,116,SEX CRIMES,PL 1305300,F,M,25,0,25-44,M,BLACK
173012631,12/27/17,475,,,,PL 1651600,M,M,28,1,45-64,M,BLACK
172499291,12/11/17,179,SEXUAL ABUSE 1,116,SEX CRIMES,PL 1306501,F,K,77,0,45-64,M,BLACK
172228362,12/3/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,42,0,<18,M,BLACK HISPANIC
172740132,12/18/17,464,JOSTLING,230,JOSTLING,PL 1652501,M,M,14,1,45-64,M,BLACK
172377972,12/6/17,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 160102A,F,B,43,0,<18,M,BLACK HISPANIC
171345922,11/8/17,739,IDENTITY THFT-2,112,THEFT-FRAUD,PL 1907901,F,S,122,0,25-44,M,WHITE
171643189,11/16/17,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,M,14,0,18-24,M,BLACK
172027789,11/28/17,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100A,M,K,84,0,<18,M,BLACK
171195302,11/3/17,177,,,,PL 1306504,F,B,46,0,25-44,M,WHITE HISPANIC
171462300,11/11/17,153,RAPE 3,104,RAPE,PL 1302503,F,M,20,0,45-64,M,BLACK
171525058,11/13/17,475,,,,PL 1651601,M,M,14,1,45-64,M,WHITE
171303471,11/7/17,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 160102A,F,K,88,0,18-24,M,BLACK
171269589,11/6/17,439,"LARCENY,GRAND FROM OPEN AREAS,",109,GRAND LARCENY,PL 1553501,F,M,5,0,25-44,F,BLACK
171866594,11/21/17,263,"ARSON 2,3,4",114,ARSON,PL 1501500,F,K,79,71,25-44,M,WHITE HISPANIC
171427244,11/10/17,566,"MARIJUANA, POSSESSION",678,MISCELLANEOUS PENAL LAW,PL 2210500,V,M,1,0,25-44,F,WHITE HISPANIC
171247485,11/5/17,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1702500,F,M,33,0,18-24,F,BLACK HISPANIC
171173695,11/3/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,43,0,25-44,F,WHITE HISPANIC
171841456,11/21/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,108,0,<18,M,BLACK
171345924,11/8/17,739,IDENTITY THFT-2,112,THEFT-FRAUD,PL 1907901,F,S,122,0,25-44,M,WHITE
171922603,11/24/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,K,73,0,25-44,M,BLACK
172144047,11/30/17,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100A,M,K,79,0,25-44,M,BLACK
171871705,11/22/17,179,SEXUAL ABUSE 1,116,SEX CRIMES,PL 1305300,F,M,13,1,25-44,M,BLACK
171307857,11/7/17,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601502,F,Q,109,0,25-44,F,BLACK
170349311,10/12/17,153,RAPE 3,104,RAPE,PL 1302503,F,B,47,0,<18,M,BLACK
170859785,10/25/17,153,RAPE 3,104,RAPE,PL 1302503,F,K,84,1,<18,M,BLACK
170360625,10/13/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,122,0,45-64,M,WHITE
171027646,10/30/17,153,RAPE 3,104,RAPE,PL 1302503,F,K,77,0,18-24,M,BLACK
170391039,10/14/17,665,,,,PL 4902001,F,Q,115,3,65+,M,ASIAN / PACIFIC ISLANDER
170892910,10/26/17,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,104,0,25-44,M,BLACK
171092116,11/1/17,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,K,72,0,25-44,M,ASIAN / PACIFIC ISLANDER
170214302,10/9/17,175,"SEXUAL ABUSE 3,2",233,FORCIBLE TOUCHING,PL 1305200,M,K,77,0,65+,M,BLACK
170423197,10/15/17,223,"BURGLARY,RESIDENCE,NIGHT",107,BURGLARY,PL 1402502,F,M,19,0,45-64,M,BLACK
170628638,10/23/17,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1701501,F,K,67,0,25-44,M,BLACK
170268931,10/11/17,179,SEXUAL ABUSE 1,116,SEX CRIMES,PL 1306501,F,S,120,0,25-44,M,BLACK
170882860,10/26/17,157,RAPE 1,104,RAPE,PL 1303501,F,Q,112,0,45-64,M,WHITE HISPANIC
170342893,10/12/17,569,"MARIJUANA, SALE 4 & 5",235,DANGEROUS DRUGS,PL 2214000,M,M,28,0,25-44,M,BLACK
171028104,10/30/17,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,M,23,2,25-44,M,BLACK
170412416,10/15/17,157,RAPE 1,104,RAPE,PL 1303501,F,K,70,0,45-64,M,BLACK
170349774,10/12/17,727,"FORGERY,PRESCRIPTION",113,FORGERY,PL 1701005,F,K,61,0,25-44,F,WHITE
170591637,10/19/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,75,0,18-24,M,BLACK
170600017,10/20/17,569,"MARIJUANA, SALE 4 & 5",235,DANGEROUS DRUGS,PL 2213500,M,K,77,0,25-44,M,BLACK
171113334,11/1/17,475,,,,PL 1651600,M,M,30,1,18-24,M,BLACK HISPANIC
171111125,11/1/17,475,,,,PL 1651600,M,M,30,1,18-24,M,BLACK HISPANIC
170342518,10/12/17,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,K,73,0,18-24,F,BLACK
170596330,10/20/17,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,K,79,0,<18,F,BLACK
170616650,10/22/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,K,67,0,25-44,M,BLACK
170197972,10/9/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,40,0,25-44,M,WHITE HISPANIC
171134178,11/2/17,263,"ARSON 2,3,4",114,ARSON,PL 1501001,F,Q,111,0,25-44,M,WHITE
170302418,10/11/17,179,SEXUAL ABUSE 1,116,SEX CRIMES,PL 1306502,F,Q,112,0,25-44,M,BLACK
170504980,10/17/17,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,K,90,0,18-24,M,BLACK HISPANIC
169872380,9/29/17,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,K,60,2,45-64,M,BLACK
169754188,9/26/17,808,TAX LAW,364,OTHER STATE LAWS (NON PENAL LA,TAX181400G,F,B,47,0,25-44,M,UNKNOWN
169281855,9/13/17,155,RAPE 2,104,RAPE,PL 1303001,F,B,41,0,18-24,M,BLACK
169941097,10/2/17,179,SEXUAL ABUSE 1,116,SEX CRIMES,PL 1305300,F,M,5,1,45-64,M,BLACK
169780687,9/27/17,157,RAPE 1,104,RAPE,PL 1303504,F,K,84,0,18-24,M,BLACK
170039523,10/4/17,153,RAPE 3,104,RAPE,PL 1302503,F,K,77,0,25-44,M,BLACK
169278920,9/13/17,179,SEXUAL ABUSE 1,116,SEX CRIMES,PL 1306501,F,S,120,0,25-44,M,WHITE
170126167,10/6/17,569,"MARIJUANA, SALE 4 & 5",235,DANGEROUS DRUGS,PL 2214000,M,M,23,0,18-24,M,BLACK
169747219,9/26/17,223,"BURGLARY,RESIDENCE,NIGHT",107,BURGLARY,PL 1402502,F,S,120,0,18-24,M,BLACK
169899221,9/30/17,177,,,,PL 1306504,F,K,84,0,25-44,M,WHITE
169574493,9/21/17,544,"GAMBLING 2,PROMOTING,UNCLASSIFIED",350,GAMBLING,PL 2250500,M,K,83,0,25-44,M,WHITE HISPANIC
169941072,10/2/17,475,,,,PL 1651601,M,K,84,1,25-44,M,BLACK
169798153,9/28/17,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,K,73,0,25-44,M,WHITE HISPANIC
169560553,9/21/17,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1600500,F,K,63,0,25-44,M,BLACK
169600226,9/21/17,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 265031B,F,Q,114,0,18-24,M,BLACK
169574499,9/21/17,521,"CONTROLLED SUBSTANCE, SALE 5",117,DANGEROUS DRUGS,PL 2203100,F,M,14,0,45-64,M,BLACK
170071250,10/5/17,703,"CHECK,BAD",340,FRAUDS,PL 1900501,M,Q,115,0,45-64,M,WHITE HISPANIC
169469714,9/18/17,739,"FRAUD,UNCLASSIFIED-FELONY",112,THEFT-FRAUD,PL 1581500,F,M,18,0,65+,M,BLACK
169548800,9/20/17,157,RAPE 1,104,RAPE,PL 1303501,F,Q,110,0,25-44,M,WHITE HISPANIC
169268333,9/13/17,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 1401500,M,M,23,2,18-24,M,BLACK HISPANIC
169634743,9/23/17,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211500,M,B,47,0,25-44,F,BLACK
169668576,9/24/17,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,14,1,25-44,M,WHITE
168371759,8/22/17,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,K,79,0,25-44,F,UNKNOWN
169132287,9/8/17,809,TAX LAW,364,OTHER STATE LAWS (NON PENAL LA,TAX18140H1,M,Q,101,0,18-24,M,UNKNOWN
168451507,8/24/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,K,75,0,18-24,M,BLACK
168187190,8/16/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,44,0,45-64,M,BLACK
168378492,8/23/17,943,ONE-WAY STREET,881,OTHER TRAFFIC INFRACTION,VTL112700A,I,K,68,0,25-44,M,WHITE
168676168,8/31/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,70,0,<18,F,BLACK
168405439,8/23/17,475,,,,PL 1651601,M,M,10,1,25-44,M,BLACK
168578747,8/29/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,K,67,0,25-44,M,BLACK
168440755,8/24/17,168,SODOMY 1,116,SEX CRIMES,PL 1305001,F,K,77,0,18-24,M,BLACK
168182476,8/16/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,K,75,0,45-64,M,BLACK
168639447,8/30/17,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,K,69,0,25-44,M,BLACK
168854766,9/6/17,157,RAPE 1,104,RAPE,PL 1303501,F,B,41,0,25-44,M,WHITE HISPANIC
168160785,8/16/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,32,0,25-44,F,BLACK
169154156,9/9/17,175,"SEXUAL ABUSE 3,2",233,FORCIBLE TOUCHING,PL 1305200,M,B,43,2,<18,M,BLACK
168581061,8/29/17,175,"SEXUAL ABUSE 3,2",233,FORCIBLE TOUCHING,PL 1305200,M,Q,100,0,65+,M,WHITE HISPANIC
168263056,8/19/17,175,"SEXUAL ABUSE 3,2",233,FORCIBLE TOUCHING,PL 1305200,M,B,47,0,18-24,M,BLACK
169085605,9/7/17,475,,,,PL 1651601,M,Q,103,0,25-44,M,BLACK
168663795,8/31/17,739,IDENTITY THFT-2,112,THEFT-FRAUD,PL 1907901,F,M,5,0,18-24,F,BLACK
168496495,8/26/17,153,RAPE 3,104,RAPE,PL 1302501,F,B,40,0,25-44,M,BLACK
169146483,9/9/17,475,,,,PL 1651600,M,M,5,0,45-64,M,ASIAN / PACIFIC ISLANDER
167497068,7/27/17,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,B,44,0,25-44,F,BLACK
167320550,7/23/17,175,"SEXUAL ABUSE 3,2",233,FORCIBLE TOUCHING,PL 1305200,M,M,14,0,25-44,M,BLACK
167710120,8/2/17,153,RAPE 3,104,RAPE,PL 1302502,F,K,79,0,25-44,M,BLACK
167209809,7/19/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211300,F,K,73,0,45-64,M,BLACK
167434136,7/26/17,475,,,,PL 1651600,M,Q,115,1,45-64,F,ASIAN / PACIFIC ISLANDER
167158223,7/18/17,175,"SEXUAL ABUSE 3,2",233,SEX CRIMES,PL 13052A1,M,Q,100,0,45-64,M,WHITE
167455204,7/26/17,155,RAPE 2,104,RAPE,PL 1303001,F,Q,112,0,<18,M,BLACK
167699510,8/2/17,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601001,F,S,120,0,<18,M,BLACK
167917671,8/9/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,K,70,0,25-44,M,WHITE
167202042,7/19/17,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,Q,110,0,25-44,M,WHITE HISPANIC
168028306,8/11/17,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,M,25,0,65+,M,WHITE HISPANIC
167234550,7/20/17,263,"ARSON 2,3,4",114,ARSON,PL 1501001,F,K,63,97,25-44,M,BLACK
167285540,7/21/17,153,RAPE 3,104,RAPE,PL 1302502,F,Q,113,0,25-44,M,BLACK
167540235,7/29/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,40,0,25-44,M,BLACK
167851113,8/7/17,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,B,42,0,18-24,M,BLACK
167365489,7/24/17,475,,,,PL 1651600,M,M,32,0,45-64,M,BLACK
167274785,7/21/17,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1600500,F,K,77,0,45-64,M,BLACK
167710805,8/3/17,157,RAPE 1,104,RAPE,PL 1303501,F,M,33,0,25-44,M,BLACK
167898990,8/8/17,475,,,,PL 1651601,M,Q,103,1,25-44,M,BLACK
167401151,7/25/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,43,0,25-44,M,BLACK
167789369,8/5/17,263,"ARSON 2,3,4",114,ARSON,PL 1501500,F,B,42,2,25-44,M,BLACK
167159918,7/18/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,Q,109,0,45-64,M,WHITE
168000252,8/11/17,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 265031B,F,K,60,0,25-44,M,BLACK
167884360,8/8/17,175,"SEXUAL ABUSE 3,2",233,SEX CRIMES,PL 13052A1,M,Q,113,0,25-44,M,BLACK
167439361,7/26/17,273,"TAMPERING 1,CRIMINAL",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1452000,F,Q,103,1,25-44,M,BLACK
163298965,3/30/17,168,SODOMY 1,116,SEX CRIMES,PL 1305003,F,Q,112,0,<18,M,WHITE
167881745,8/8/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,49,0,25-44,M,BLACK
167760445,8/4/17,157,RAPE 1,104,RAPE,PL 1303501,F,B,41,0,45-64,M,BLACK
167959851,8/10/17,157,RAPE 1,104,RAPE,PL 1303504,F,B,52,0,45-64,M,BLACK HISPANIC
167190251,7/17/17,175,"SEXUAL ABUSE 3,2",233,SEX CRIMES,PL 13052A1,M,Q,103,0,45-64,M,BLACK
167153458,7/18/17,739,IDENTITY THFT-2,112,THEFT-FRAUD,PL 1907901,F,M,5,0,25-44,F,WHITE
166562483,6/29/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,120,0,25-44,M,BLACK
166291320,6/21/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,43,0,45-64,M,BLACK
166959083,7/12/17,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601001,F,S,120,0,<18,M,BLACK HISPANIC
166401421,6/24/17,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,K,73,0,45-64,M,BLACK
166353688,6/23/17,175,"SEXUAL ABUSE 3,2",233,FORCIBLE TOUCHING,PL 1305200,M,Q,109,0,25-44,M,BLACK
167086185,7/15/17,197,COERCION 1,126,MISCELLANEOUS PENAL LAW,PL 1356501,F,K,79,0,25-44,F,BLACK
166580054,6/29/17,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650206,F,B,47,0,18-24,M,BLACK
166876975,7/9/17,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,B,44,0,25-44,M,WHITE
166575352,6/29/17,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 160102A,F,S,120,9,<18,M,BLACK
166729211,7/5/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,Q,103,0,25-44,F,UNKNOWN
166421375,6/25/17,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100A,M,M,6,0,25-44,F,WHITE
166540999,6/28/17,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,K,69,0,18-24,M,BLACK
166530397,6/28/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211300,F,B,43,0,25-44,F,BLACK
166908956,7/10/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,B,43,0,25-44,M,BLACK
166803561,7/6/17,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601504,F,K,76,0,25-44,M,BLACK
166880651,7/9/17,153,RAPE 3,104,RAPE,PL 1302502,F,Q,112,0,25-44,M,WHITE HISPANIC
166743256,7/5/17,153,RAPE 3,104,RAPE,PL 1302501,F,K,67,0,25-44,M,BLACK
167005591,7/13/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,41,0,25-44,M,BLACK
165349159,5/31/17,707,"IMPERSONATION 2, PUBLIC SERVANT",340,FRAUDS,PL 1902300,M,K,73,0,25-44,M,BLACK
165260452,5/28/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,43,0,18-24,M,BLACK
165521010,6/5/17,223,"BURGLARY,RESIDENCE,NIGHT",107,BURGLARY,PL 1402502,F,K,71,0,25-44,M,BLACK
166064394,6/14/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,67,0,<18,M,BLACK
165686422,6/9/17,569,"MARIJUANA, SALE 4 & 5",235,DANGEROUS DRUGS,PL 2214000,M,M,7,0,25-44,M,BLACK
166184657,6/19/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,S,120,0,25-44,M,BLACK
165385291,6/1/17,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,Q,100,0,25-44,M,WHITE
165427632,6/2/17,157,RAPE 1,104,RAPE,PL 1303501,F,M,25,0,25-44,M,BLACK
166166973,6/18/17,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1702500,F,K,71,0,18-24,M,BLACK
165516400,6/5/17,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,M,13,0,18-24,M,BLACK
166166538,6/17/17,569,"MARIJUANA, SALE 4 & 5",235,DANGEROUS DRUGS,PL 2213500,M,K,73,2,45-64,M,BLACK
165552473,6/6/17,475,,,,PL 1651600,M,M,25,1,18-24,M,UNKNOWN
165215809,5/26/17,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650102,M,M,32,0,25-44,M,BLACK
166062640,6/14/17,475,,,,PL 1651600,M,K,79,1,25-44,M,WHITE
166155305,6/17/17,475,,,,PL 1651600,M,M,25,1,25-44,M,BLACK HISPANIC
165323211,5/30/17,155,RAPE 2,104,RAPE,PL 1303002,F,K,77,0,25-44,M,BLACK
166139897,6/16/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200002,M,K,72,0,65+,M,WHITE
166206767,6/19/17,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650102,M,M,5,1,25-44,M,BLACK
164758271,5/13/17,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 2052501,F,B,41,72,18-24,F,BLACK
164318261,5/1/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,B,47,0,18-24,M,BLACK
164239882,4/28/17,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,M,6,1,18-24,M,WHITE HISPANIC
164391069,5/3/17,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 1401000,M,M,14,15,65+,M,WHITE
164700021,5/11/17,569,"MARIJUANA, SALE 4 & 5",235,DANGEROUS DRUGS,PL 2214000,M,M,20,0,18-24,M,BLACK
165068725,5/23/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211300,F,K,61,0,25-44,M,WHITE
164920914,5/18/17,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,K,68,0,18-24,F,WHITE
164537265,5/7/17,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,B,40,2,45-64,M,BLACK
164606956,5/9/17,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,M,33,0,25-44,F,BLACK
164853533,5/16/17,263,"ARSON 2,3,4",114,ARSON,PL 1501001,F,M,7,0,<18,M,WHITE HISPANIC
164699976,5/11/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,B,47,0,18-24,M,BLACK
164497512,5/6/17,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,K,67,0,45-64,M,BLACK
164680760,5/11/17,739,IDENTITY THFT-2,112,THEFT-FRAUD,PL 1907903,F,M,5,0,25-44,M,BLACK
164260947,4/28/17,168,SODOMY 1,116,SEX CRIMES,PL 1305001,F,K,77,0,<18,M,WHITE HISPANIC
164519130,5/7/17,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,47,0,18-24,M,BLACK
164738539,5/12/17,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,K,76,0,25-44,M,BLACK
164296766,4/30/17,475,,,,PL 1651600,M,B,43,0,25-44,M,WHITE HISPANIC
164813778,5/15/17,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,5,2,<18,F,BLACK
164996748,5/20/17,707,"IMPERSONATION 2, PUBLIC SERVANT",340,FRAUDS,PL 1902300,M,K,72,1,18-24,M,WHITE
164620199,5/9/17,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601001,F,K,83,0,18-24,M,BLACK
